Hotel Name,Adress,City&State,Zip Code,Room counts,links
Beachfront Palms Hotel,5914 Seawall Blvd," Galveston, TX", 77551,151 rooms,"https://www.hotels.com/ho199203/beachfront-palms-hotel-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450861&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=55&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=213614647&amp;selectedRatePlan=244430467&amp;expediaPropertyId=1459"""
Harbor House at Pier 21,At Pier 21 # 28," Galveston, TX", 77550,42 rooms,"https://www.hotels.com/ho132202/harbor-house-at-pier-21-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450871&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=170&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=314045477&amp;selectedRatePlan=381324457&amp;expediaPropertyId=330270"""
Coppersmith Inn B&B,1914 Avenue M," Galveston, TX", 77550,5 rooms,"https://www.hotels.com/ho323894/coppersmith-inn-bed-and-breakfast-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450861&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=289&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=200871685&amp;selectedRatePlan=204424620&amp;expediaPropertyId=2792144"""
La Quinta Inn & Suites by Wyndham Galveston West Seawall,2901 63RD STREET," Galveston, TX", 77551,120 rooms,"https://www.hotels.com/ho1270288864/la-quinta-inn-suites-by-wyndham-galveston-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450861&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=74&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=214553811&amp;selectedRatePlan=250268546&amp;expediaPropertyId=39665277"""
Homewood Suites by Hilton Galveston,110 Seawall Boulevard," Galveston, TX", 77551,88 rooms,"https://www.hotels.com/ho504207680/homewood-suites-by-hilton-galveston-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450861&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=93&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=221414350&amp;selectedRatePlan=296117262&amp;expediaPropertyId=15725240"""
Wingate by Wyndham Galveston East Beach,1402 Seawall Blvd," Galveston, TX", 77550,119 rooms,"https://www.hotels.com/ho114884/la-quinta-inn-by-wyndham-galveston-east-beach-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450861&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=44&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=201857172&amp;selectedRatePlan=224122052&amp;expediaPropertyId=8786"""
Gaido's Seaside Inn,3700 Seawall Boulevard," Galveston, TX", 77550,106 rooms,https://www.hotels.com/ho469533/gaido-s-seaside-inn-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450866&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;trackingData=AAAAAQAAAAEAAAAQ4KgBYPAWSQgrAautTQVk0hDmZK2cfwbU9VnGIrR68EPveGz2tWArHkb15tHhqdgEl5t5AcrUZ1AEge7g7Zkut4ZzCt1mDNkiSng1Ce3s8juTS1Kdc0Hz1GIpqVjhBfLqOJSbnJke68EJ1MD2ZrW4hF2JIZ1P5sK4dAID6O5kVc-Tf8fVAONhikf1PbAUGWS0J--FdrosRPrSCmz8MXIVnUa40roJswDE1QSC9OSRxHsqhbJOM9quDiR0O08Pb1StyCFGTYFsGoZ3naeC3LC_RJrOkTfMQEJaENUH0vdbhuorq3T0kafGrQbi0Vxct80virb3VbOkcdP92mG2PKv3hdeCdUw4ITwkniECpvMpsufmvjtovujN4TnEhojuiCHxAKjsAUrH-e-z8Px9EeZsFGRwW1jzg22eDaErQ_e28_U2zQGyvSiO6-Nq2pyTs8gr_6Fo-Lzq9iMshpbQ_DtSm1t0nJuxS-xbXZc55ye8pM9IpZ6Z4bY-b6TNyzz6PlqJDKbaZGKy8_wmbTDWSMCnbcPVHMMUxt5M5JiGuuHNYlf9r3V7nZarESCVp0bokmXgJON1lsKfZh8oXh04ylDLKN8Nmc3X2qaUUSwhUgtiaHHxBHDVvqKr7leqd5gCPNvU-q6bRXd0az7TEcKQlBdE1wCOr5Mh-rlceepcU0kslqW7AnX-C9b_BXFSl6jJ7l_G1_u_KMcaMLDaXutpKTNCl5uAUDmkrroZ9MWlRw0_PR8hBNaslPJv3-zXXkn0a42DEwNsfHL7lkSLk-PyVoPrOUAmpJB9SRnMrCvPNAUyHyk3vMguvYmMhzhFJt8MNO_YhJ6TsljjyV1YDcGAcP-gjn7WNsjx4kZdS-XF2W9Tt_c_CAmnqwxQtRKOe0MxJQL8Dgt6QGJ1DiToCxVZVUscruxjCaHZz3ng4-8mJ4oZFRKTC8diXLcb0MQGLI-3pmYO_ihZrC3GJ4ZopJP-TZkkslnNUYDq_XXYwuqz53Xk8WM6KlA_yE-B_RxpXcsPX1sBvyrXDNjxsQn_jhGw43V_wWq6ie9sd10niV5MOm1kA4nLoJzECAHKr5Z5mcKIppmcgPkxoh0mw6B8c6G00M8TDgc-uV--KrzMQTNC_z8CS0rOC1v42mSpzM8uhWrCHHroJk78GFjNpjloVDqt2EU0E4vFUmpy6XEUU5iJ8OuQkI3M_snjfUPedYm1uI-g8JxgiS8w4dw7jB6xEMRLG4eaJ6lu6wG8SOpdLyAnxBbA4tzQUjDqsp6P6TiNT1uBzf7l3pUk_FXua1YnQi7cunyPRBMWAstDYqpRIjqd3lKLnnKhDU6jkcTQRq_sU4f5qZxw9KvBs7z7MR_B_Poe71sOQ3wcyBJjbcPZKEUYxctEKrNizsDbTqUGdn0BufceAF7P9dhIC4SQgBWdyMtDFDYadaIkdmNTvrim6VwPYANBvDUfhXTHzAmMqo7A2jN_xwS2cif4N8ihliq8WCaDWTXzDoLOza2e1Fb6s07MlpB1717jn20dpavVpMKm0PKRIdWc_sBftaZUCb4tiCIz2r6tTu0BlDorr6yvFCXjcBmL1192TqAueceKQLVH6D9bfp06rtHcxRlXxtCHNne5rT2wRGul2SFSvJZh3F3I6xSqonjv61Hwjj_sRqJCtBCDjjluZe3YhzaGdoqgLVFvESe2rz0T27iyUPAW1uO-2_jAjg_cv9XerKW0sUtEmVWbEWv5Mcij43sQ2zuhKpM_j7rIrjzDpOvvuFYFCBV2mIVl9Tb8DE-eO6f6ueIcugEwF4pKxKX3w3Wio7qNC12Lk2yBMoDjzRqmI0MeSBd2V5MeMUD0bP_KdK2v2dxTbu8R_2morvPjnsV7NiHV722lAit9uH32fqKmzWgeemfoUM2mEVYP19qbY23wxEQnDpE7UhzyFmj8uN4ysyiwYpNzsJ3PL0hoE171vK0FPywHS1m7vWKx5pSbRD9rVbCawtDrR47sON3lORqjMrGYUp8613QGkK8k03i_X-wvQuI2aSxx2KOO95ZcgKIWHTqndtSSqR_sBCDzNdqn0DBWaZwqJlLrjkhMZMfkCUrdUpu0z5khT-Px_To3oI4p1E18SjVCxNZCYfaCQmxyi-gkIbDbu5Jab4pMeILrNyw-Cnw4gM6UnrIpNaEW6pkLmMlnHKkWQWyL3AwEHPUq25_f9-6fy3lDf0E8NEXZcWV1jp9jNBg8V6HZCeAznNQJyefVRJf8cm-bgfYPb0GMzyI9ZfRMgwH-2_mv23LTu09FX6cZFEhNU3v1kR1RnKcsXzsBHYH6mqdZrTvXqlCvXA8IeCKJzyKy9LpG5M3jenBY9O8KCkQ81jnr4dsbRnoJsrUZckhHWYC6NfVnRhe5-HWy5gIa0bqIqzxA-XrqJU_xxmmuYbVYTCk49VC5h8pAUr8k7FSHPbGfjHXERcBbAMfUwdFFDKq_2fiJWya1zvd9lXrqm2v71MQ9-engYx-DrInAFi3Ik-C57Ks4tpwMnrnNu9jGU89g3lTMsdW8WPjYI8izjCcpaGn7gcg_MfO4_7tfqd2-pK3n1_UlluhfXVSQ31SbzFCoA46zLgCR4KKRuIC4qF3w9BQ%3D&amp;rank=5&amp;testVersionOverride=Buttercup%2C45803
Grand Galvez,2024 Seawall Blvd," Galveston, TX", 77550,224 rooms,"https://www.hotels.com/ho145347/hotel-galvez-spa-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450864&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=189&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=314045563&amp;selectedRatePlan=381325084&amp;expediaPropertyId=8509"""
"The San Luis Resort, Spa & Conference Center",5222 Seawall Blvd," Galveston, TX", 77551,224 rooms,"https://www.hotels.com/ho132069/the-san-luis-resort-spa-conference-center-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450867&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=269&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=201380975&amp;selectedRatePlan=206812734&amp;expediaPropertyId=4532"""
"Country Inn & Suites by Radisson, Galveston Beach, TX",2818 Avenue R 1/2," Galveston, TX", 77550,60 rooms,"https://www.hotels.com/ho348113/country-inn-suites-by-radisson-galveston-beach-tx-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450865&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=643561082179190784&amp;sort=RECOMMENDED&amp;top_dp=89&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=316329830&amp;selectedRatePlan=385844665&amp;expediaPropertyId=3571673"""
Casa Del Mar Beachfront Suites Onsite Team,6102 Seawall Blvd," Galveston, TX", 77551,58 rooms,"https://www.hotels.com/ho230172/casa-del-mar-beachfront-suites-onsite-team-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450861&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=129&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=57440&amp;selectedRatePlan=132739&amp;expediaPropertyId=1222715"""
TownePlace Suites by Marriott Galveston Island,9540 Seawall Blvd," Galveston, TX", 77554,88 rooms,"https://www.hotels.com/ho429778/towneplace-suites-by-marriott-galveston-island-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450870&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=98&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=200280880&amp;selectedRatePlan=220278351&amp;expediaPropertyId=5942723"""
Home2 Suites By Hilton Galveston,4302 Seawall Blvd," Galveston, TX", 77550,88 rooms,"https://www.hotels.com/ho2878446304/home2-suites-by-hilton-galveston-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450866&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=101&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=321430090&amp;selectedRatePlan=388827029&amp;expediaPropertyId=89920197"""
Quality Inn Texas City I-45,2320 Fm 2004 Rd," Texas City, TX", 77591,63 rooms,"https://www.hotels.com/ho116917/quality-inn-texas-city-i-45-texas-city-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450870&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=54&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=225605070&amp;selectedRatePlan=388472407&amp;expediaPropertyId=43269"""
Red Roof Inn Plus+ Galveston - Beachfront,3924 Avenue U," Galveston, TX", 77551,66 rooms,"https://www.hotels.com/ho212214/red-roof-inn-plus-galveston-beachfront-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450866&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=62&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=213018177&amp;selectedRatePlan=240272970&amp;expediaPropertyId=889202"""
Quality Inn & Suites Beachfront,5924 Seawall Blvd," Galveston, TX", 77551,91 rooms,"https://www.hotels.com/ho231592/quality-inn-suites-beachfront-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450866&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=64&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=210610034&amp;selectedRatePlan=383230022&amp;expediaPropertyId=1240906"""
Sleep Inn & Suites Galveston Island,6628 Broadway Street," Galveston, TX", 77554,91 rooms,"https://www.hotels.com/ho738791008/sleep-inn-suites-galveston-island-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450870&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=54&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=216009221&amp;selectedRatePlan=388453333&amp;expediaPropertyId=23055969"""
The George Manor,1502 Market St," Galveston, TX", 77550,8 rooms,"https://www.hotels.com/ho2305531136/the-george-manor-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450867&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=325&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=315712200&amp;selectedRatePlan=384365990&amp;expediaPropertyId=72016598"""
Courtyard by Marriott Galveston Island,9550 Seawall Blvd," Galveston, TX", 77554,85 rooms,"https://www.hotels.com/ho427967/courtyard-by-marriott-galveston-island-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450868&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=107&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=200265178&amp;selectedRatePlan=254378772&amp;expediaPropertyId=5812685"""
Crystal Suites,201 N Hwy 146," Texas City, TX", 77590,44 rooms,"https://www.hotels.com/ho336233/crystal-suites-texas-city-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450868&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=78&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=443772&amp;selectedRatePlan=1579035&amp;expediaPropertyId=3129493"""
"Holiday Inn Resort: Galveston-On The Beach, an IHG Hotel",5002 Seawall Blvd," Galveston, TX", 77551,178 rooms,"https://www.hotels.com/ho149469/holiday-inn-resort-galveston-on-the-beach-an-ihg-hotel-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450866&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=94&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=242476&amp;selectedRatePlan=380157163&amp;expediaPropertyId=16815"""
Baymont by Wyndham Galveston,2826 63rd St," Galveston, TX", 77551,89 rooms,"https://www.hotels.com/ho244081/baymont-by-wyndham-galveston-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450874&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=56&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=200066555&amp;selectedRatePlan=200379765&amp;expediaPropertyId=1509268"""
Hilton Galveston Island Resort,5400 Seawall Blvd," Galveston, TX", 77551,239 rooms,"https://www.hotels.com/ho132092/hilton-galveston-island-resort-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450868&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=487&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=201121973&amp;selectedRatePlan=238072698&amp;expediaPropertyId=4553"""
"The Tremont House, Galveston, a Tribute Portfolio Hotel",2300 Ship's Mechanic Row," Galveston, TX", 77550,119 rooms,"https://www.hotels.com/ho145366/the-tremont-house-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450868&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=189&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=321280901&amp;selectedRatePlan=388479181&amp;expediaPropertyId=9121"""
Days Inn & Suites by Wyndham Galveston West/Seawall,8712 Seawall Blvd," Galveston, TX", 77554,82 rooms,"https://www.hotels.com/ho452554/days-inn-suites-by-wyndham-galveston-west-seawall-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450868&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=53&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=201351611&amp;selectedRatePlan=206587690&amp;expediaPropertyId=7347913"""
"Candlewood Suites Galveston, an IHG Hotel",808 61st St," Galveston, TX", 77551,83 rooms,"https://www.hotels.com/ho270670/candlewood-suites-galveston-an-ihg-hotel-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450873&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=189&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=319428&amp;selectedRatePlan=380542493&amp;expediaPropertyId=1988040"""
Economy Lodge Texas City Refinery,1902 Texas Ave," Texas City, TX", 77590,53 rooms,"https://www.hotels.com/ho169324/economy-lodge-texas-city-refinery-texas-city-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450879&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=553248635975854304&amp;sort=RECOMMENDED&amp;top_dp=54&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=213016917&amp;selectedRatePlan=240255080&amp;expediaPropertyId=563951"""
Best Western Plus Galveston Suites,8502 Seawall Blvd," Galveston, TX", 77554,96 rooms,"https://www.hotels.com/ho510687552/best-western-plus-galveston-suites-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450875&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=114&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=201650826&amp;selectedRatePlan=208243325&amp;expediaPropertyId=15927736"""
The Mariner,1602 Seawall Blvd," Galveston, TX", 77550,52 rooms,"https://www.hotels.com/ho1309877376/the-mariner-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201450882&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;top_dp=47&amp;top_cur=USD&amp;userIntent=&amp;selectedRoomType=220572558&amp;selectedRatePlan=290279006&amp;expediaPropertyId=40902418"""
